# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 22 12:47:16 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_disc:        Year of Discovery
#
loc_rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbeccen,st_dist,st_teff,st_rad,pl_eqt,pl_rade,pl_disc
3046,Kepler-720,b,Transit,1,4.70832654,,880.00,5618.00,0.92,,8.410,2016
3047,Kepler-721,b,Transit,1,5.39202539,,848.00,5075.00,0.78,,2.640,2016
3048,Kepler-722,b,Transit,2,4.09357325,,1375.00,5863.00,1.05,,2.630,2016
3049,Kepler-722,c,Transit,2,105.14474900,,1375.00,5863.00,1.05,,2.820,2016
3050,Kepler-723,b,Transit,1,4.08227507,,965.00,5539.00,0.89,,12.190,2016
3051,Kepler-724,b,Transit,1,3.31494634,,862.00,5437.00,0.86,,3.290,2016
3052,Kepler-725,b,Transit,1,39.64317811,,778.00,5363.00,0.84,,10.630,2016
3053,Kepler-726,b,Transit,1,21.80451088,,838.00,5452.00,0.85,,3.260,2016
3054,Kepler-727,b,Transit,1,5.15448442,,892.00,5441.00,0.86,,2.530,2016
3055,Kepler-728,b,Transit,1,5.74347727,,1236.00,5660.00,0.93,,3.340,2016
3056,Kepler-729,b,Transit,1,3.16635371,,1271.00,5633.00,0.91,,3.580,2016
3057,Kepler-730,b,Transit,1,6.49168426,,1455.00,5726.00,1.01,,9.210,2016
3058,Kepler-731,b,Transit,1,3.85560355,,1311.00,5849.00,1.06,,13.880,2016
3059,Kepler-732,b,Transit,2,9.46781405,,150.00,3631.00,0.46,,2.180,2016
3060,Kepler-732,c,Transit,2,0.89304124,,150.00,3631.00,0.46,,1.270,2016
3061,Kepler-733,b,Transit,1,20.83424726,,980.00,5418.00,0.86,,2.820,2016
3062,Kepler-734,b,Transit,1,6.10485286,,553.00,5326.00,0.78,,3.560,2016
3063,Kepler-735,b,Transit,1,11.51516988,,790.00,5107.00,0.80,,2.950,2016
3064,Kepler-736,b,Transit,1,3.60147201,,1007.00,5217.00,0.81,,2.930,2016
3065,Kepler-737,b,Transit,1,28.59915399,,195.00,3813.00,0.48,,1.960,2016
3066,Kepler-738,b,Transit,1,24.58721573,,992.00,5327.00,0.82,,2.500,2016
3067,Kepler-739,b,Transit,1,12.53248465,,1128.00,5601.00,0.90,,3.320,2016
3068,Kepler-74,b,Transit,1,7.34071100,0.000000,1330.00,6000.00,1.12,1078,10.760,2013
3069,Kepler-740,b,Transit,1,3.58410122,,1262.00,5438.00,0.87,,4.570,2016
3070,Kepler-741,b,Transit,1,7.03902374,,1530.00,6129.00,1.24,,2.970,2016
3071,Kepler-742,b,Transit,1,8.36086824,,499.00,4642.00,0.71,,3.240,2016
3072,Kepler-743,b,Transit,1,3.17926292,,258.00,5486.00,0.85,,1.210,2016
3073,Kepler-744,b,Transit,1,12.06222443,,486.00,5594.00,0.93,,1.620,2016
3074,Kepler-745,b,Transit,1,9.93143556,,1199.00,5849.00,1.04,,2.160,2016
3075,Kepler-746,b,Transit,1,3.48159251,,450.00,5418.00,0.93,,1.110,2016
3076,Kepler-747,b,Transit,1,35.61760587,,855.00,5096.00,0.78,,5.270,2016
3077,Kepler-748,b,Transit,1,7.40742793,,1271.00,5934.00,1.10,,2.520,2016
3078,Kepler-749,b,Transit,1,17.31716585,,753.00,5009.00,0.75,,3.100,2016
3079,Kepler-75,b,Transit,1,8.88491160,0.570000,1140.00,5200.00,0.89,767,11.770,2013
3080,Kepler-750,b,Transit,2,9.42887179,,1181.00,6160.00,1.23,,3.070,2016
3081,Kepler-750,c,Transit,2,4.08899022,,1181.00,6160.00,1.23,,1.620,2016
3082,Kepler-751,b,Transit,1,17.44490636,,748.00,5387.00,0.84,,2.460,2016
3083,Kepler-752,b,Transit,1,18.82747265,,1075.00,5373.00,0.83,,2.810,2016
3084,Kepler-753,b,Transit,1,5.74772501,,278.00,4346.00,0.65,,1.910,2016
3085,Kepler-754,b,Transit,1,14.55962370,,1192.00,5935.00,1.08,,2.010,2016
3086,Kepler-755,b,Transit,2,1.26909037,,368.00,5043.00,0.77,,1.760,2016
3087,Kepler-755,c,Transit,2,2.85313364,,368.00,5043.00,0.77,,1.260,2016
3088,Kepler-756,b,Transit,1,1.22486632,,852.00,5282.00,0.79,,1.120,2016
3089,Kepler-757,b,Transit,1,1.02267882,,1016.00,6014.00,1.13,,1.360,2016
3090,Kepler-758,b,Transit,4,12.10971040,,1353.00,6228.00,1.42,,2.480,2016
3091,Kepler-758,c,Transit,4,4.75793986,,1353.00,6228.00,1.42,,1.690,2016
3092,Kepler-758,d,Transit,4,20.49661970,,1353.00,6228.00,1.42,,2.120,2016
3093,Kepler-758,e,Transit,4,8.19347190,,1353.00,6228.00,1.42,,1.530,2016
3094,Kepler-759,b,Transit,1,41.80598500,,892.00,5860.00,1.04,,2.270,2016
3095,Kepler-76,b,Orbital Brightness Modulation,1,1.54492980,,,6409.00,1.32,2140,15.244,2013
3096,Kepler-760,b,Transit,2,8.70419416,,782.00,5322.00,0.85,,3.060,2016
3097,Kepler-760,c,Transit,2,2.46697439,,782.00,5322.00,0.85,,1.480,2016
3098,Kepler-761,b,Transit,1,10.12804789,,867.00,5706.00,0.93,,2.030,2016
3099,Kepler-762,b,Transit,1,3.77055210,,1465.00,5944.00,1.08,,12.680,2016
3100,Kepler-763,b,Transit,1,1.19655156,,902.00,5166.00,0.80,,1.220,2016
3101,Kepler-764,b,Transit,1,7.33683936,,1013.00,5557.00,0.89,,1.640,2016
3102,Kepler-765,b,Transit,1,27.66552260,,1000.00,5901.00,1.06,,2.430,2016
3103,Kepler-766,b,Transit,1,6.10027804,,1614.00,5992.00,1.15,,3.390,2016
3104,Kepler-767,b,Transit,1,161.52801010,,1185.00,5694.00,0.94,,6.640,2016
3105,Kepler-768,b,Transit,1,11.39100250,,795.00,5108.00,0.78,,1.790,2016
3106,Kepler-769,b,Transit,2,7.42608998,,1362.00,6186.00,1.28,,2.920,2016
3107,Kepler-769,c,Transit,2,15.98701740,,1362.00,6186.00,1.28,,1.790,2016
3108,Kepler-77,b,Transit,1,3.57878087,0.000000,570.00,5520.00,0.99,1440,10.761,2013
3109,Kepler-770,b,Transit,3,18.92540274,,761.00,5598.00,0.92,,2.300,2016
3110,Kepler-770,c,Transit,3,1.47532231,,761.00,5598.00,0.92,,1.200,2016
3111,Kepler-770,d,Transit,3,4.15244722,,761.00,5598.00,0.92,,1.400,2016
3112,Kepler-771,b,Transit,1,8.73485836,,1000.00,5906.00,1.05,,1.820,2016
3113,Kepler-772,b,Transit,1,12.99207337,,689.00,5714.00,1.11,,1.820,2016
3114,Kepler-773,b,Transit,1,3.74910006,,528.00,5850.00,1.01,,1.430,2016
3115,Kepler-774,b,Transit,1,11.08957230,,1190.00,6403.00,2.42,,3.170,2016
3116,Kepler-775,b,Transit,1,0.97486893,,400.00,5468.00,0.84,,1.190,2016
3117,Kepler-776,b,Transit,1,4.89718784,,727.00,5071.00,0.78,,1.280,2016
3118,Kepler-777,b,Transit,1,5.72812599,,383.00,4043.00,0.56,,1.470,2016
3119,Kepler-778,b,Transit,1,3.75574426,,899.00,5102.00,0.77,,1.680,2016
3120,Kepler-779,b,Transit,1,7.09714223,,224.00,3804.00,0.44,,0.920,2016
3121,Kepler-78,b,Transit,1,0.35500000,0.000000,,5058.00,0.74,2250,1.173,2013
3122,Kepler-780,b,Transit,1,0.67737516,,520.00,5769.00,1.02,,0.890,2016
3123,Kepler-781,b,Transit,1,13.21407320,,1036.00,5162.00,0.78,,2.890,2016
3124,Kepler-782,b,Transit,1,158.68533080,,412.00,5867.00,1.01,,3.210,2016
3125,Kepler-783,b,Transit,1,4.29264638,,544.00,5521.00,0.89,,0.780,2016
3126,Kepler-784,b,Transit,1,31.59226460,,604.00,5674.00,1.32,,1.580,2016
3127,Kepler-785,b,Transit,1,1.97376093,,666.00,4739.00,0.71,,13.020,2016
3128,Kepler-786,b,Transit,1,53.52934870,,512.00,4838.00,0.74,,2.430,2016
3129,Kepler-787,b,Transit,1,0.92831050,,468.00,4248.00,0.62,,1.280,2016
3130,Kepler-788,b,Transit,1,8.39846269,,1649.00,6159.00,1.23,,2.550,2016
3131,Kepler-789,b,Transit,1,8.63847725,,915.00,5870.00,1.02,,2.120,2016
3132,Kepler-79,b,Transit,4,13.48450000,0.015000,,6174.00,1.30,,3.470,2012
3133,Kepler-79,c,Transit,4,27.40290000,0.030000,,6174.00,1.30,,3.720,2012
3134,Kepler-79,d,Transit,4,52.09020000,0.025000,,6174.00,1.30,,7.160,2014
3135,Kepler-79,e,Transit,4,81.06590000,0.012000,,6174.00,1.30,,3.490,2014
3136,Kepler-790,b,Transit,1,13.73469807,,727.00,5208.00,0.80,,2.180,2016
3137,Kepler-791,b,Transit,1,14.55397590,,1447.00,6383.00,1.47,,3.050,2016
3138,Kepler-792,b,Transit,1,11.30119217,,1205.00,5971.00,1.12,,1.960,2016
3139,Kepler-793,b,Transit,1,4.24153639,,794.00,5745.00,0.97,,1.370,2016
3140,Kepler-794,b,Transit,1,11.13125132,,763.00,5839.00,1.38,,2.110,2016
3141,Kepler-795,b,Transit,1,29.61934210,,458.00,5631.00,0.96,,1.680,2016
3142,Kepler-796,b,Transit,1,6.40087618,,377.00,5475.00,1.09,,1.300,2016
3143,Kepler-797,b,Transit,1,27.07237711,,752.00,5680.00,0.95,,2.170,2016
3144,Kepler-798,b,Transit,1,13.71933369,,1085.00,6224.00,1.29,,2.390,2016
3145,Kepler-799,b,Transit,1,133.46052350,,1029.00,5681.00,0.93,,6.880,2016
3146,Kepler-8,b,Transit,1,3.52249910,,1330.00,6213.00,1.49,1680,15.872,2010
3147,Kepler-80,b,Transit,6,7.05246000,,357.00,4540.00,0.68,,2.670,2012
3148,Kepler-80,c,Transit,6,9.52355000,,357.00,4540.00,0.68,,2.740,2012
3149,Kepler-80,d,Transit,6,3.07222000,,357.00,4540.00,0.68,,1.530,2014
3150,Kepler-80,e,Transit,6,4.64489000,,357.00,4540.00,0.68,,1.600,2014
3151,Kepler-80,f,Transit,6,0.98678730,,357.00,4540.00,0.68,,1.210,2016
3152,Kepler-80,g,Transit,6,14.64558000,,357.00,4540.00,0.68,418,1.130,2017
3153,Kepler-800,b,Transit,1,14.13176026,,1049.00,5315.00,0.82,,2.850,2016
3154,Kepler-801,b,Transit,1,11.41928253,,419.00,4435.00,0.63,,2.000,2016
3155,Kepler-802,b,Transit,1,40.05874730,,828.00,5507.00,0.90,,3.540,2016
3156,Kepler-803,b,Transit,1,50.28638192,,615.00,5919.00,1.12,,3.790,2016
3157,Kepler-804,b,Transit,2,14.37457351,,648.00,5817.00,1.05,,1.940,2016
3158,Kepler-804,c,Transit,2,9.65185017,,648.00,5817.00,1.05,,1.140,2016
3159,Kepler-805,b,Transit,1,30.86389310,,657.00,6112.00,1.65,,2.890,2016
3160,Kepler-806,b,Transit,1,8.09219642,,260.00,5770.00,1.16,,1.140,2016
3161,Kepler-807,b,Transit,1,117.93108781,,1312.00,5965.00,1.06,,10.420,2016
3162,Kepler-808,b,Transit,1,0.63133235,,321.00,4653.00,0.71,,1.460,2016
3163,Kepler-809,b,Transit,1,55.63934000,,933.00,5734.00,0.98,,3.010,2016
3164,Kepler-81,b,Transit,3,5.95500000,,,4500.00,0.59,,2.420,2012
3165,Kepler-81,c,Transit,3,12.04000000,,,4500.00,0.59,,2.370,2012
3166,Kepler-81,d,Transit,3,20.83784600,,,4500.00,0.59,,1.210,2014
3167,Kepler-810,b,Transit,1,4.59725385,,1554.00,5803.00,1.04,,1.930,2016
3168,Kepler-811,b,Transit,1,23.58447697,,847.00,5747.00,1.24,,2.700,2016
3169,Kepler-812,b,Transit,1,10.11716531,,1482.00,6761.00,1.71,,3.550,2016
3170,Kepler-813,b,Transit,1,19.12947337,,840.00,5743.00,0.93,,2.140,2016
3171,Kepler-814,b,Transit,1,6.14698510,,1327.00,6162.00,1.22,,2.120,2016
3172,Kepler-815,b,Transit,1,8.57503552,,1199.00,5028.00,3.42,,4.110,2016
3173,Kepler-816,b,Transit,1,10.50682565,,1059.00,5286.00,0.85,,10.240,2016
3174,Kepler-817,b,Transit,1,3.99010623,,1401.00,5861.00,1.03,,9.030,2016
3175,Kepler-818,b,Transit,1,10.03538581,,967.00,5638.00,0.92,,5.110,2016
3176,Kepler-819,b,Transit,1,33.19956480,,722.00,5279.00,0.81,,2.760,2016
3177,Kepler-82,b,Transit,4,26.44400000,,,5428.00,0.94,,4.000,2012
3178,Kepler-82,c,Transit,4,51.53800000,,,5428.00,0.94,,5.350,2012
3179,Kepler-82,d,Transit,4,2.38296100,,,5428.00,0.94,,1.770,2014
3180,Kepler-82,e,Transit,4,5.90220600,,,5428.00,0.94,,2.470,2014
3181,Kepler-820,b,Transit,1,127.83380980,,989.00,6260.00,1.36,,6.090,2016
3182,Kepler-821,b,Transit,1,1.92279873,,619.00,5191.00,0.80,,1.310,2016
3183,Kepler-822,b,Transit,1,3.22296927,,956.00,5928.00,1.08,,1.770,2016
3184,Kepler-823,b,Transit,1,4.16809082,,896.00,5643.00,0.96,,1.570,2016
3185,Kepler-824,b,Transit,1,4.51436633,,1352.00,6035.00,1.22,,1.870,2016
3186,Kepler-825,b,Transit,2,3.77360059,,820.00,5976.00,1.08,,1.530,2016
3187,Kepler-825,c,Transit,2,8.18182460,,820.00,5976.00,1.08,,1.840,2016
3188,Kepler-826,b,Transit,1,4.48758907,,649.00,6079.00,1.15,,1.250,2016
3189,Kepler-827,b,Transit,1,51.92927591,,1352.00,5602.00,0.91,,5.630,2016
3190,Kepler-828,b,Transit,1,0.56785714,,625.00,5039.00,0.77,,1.510,2016
3191,Kepler-829,b,Transit,1,6.88337562,,954.00,5698.00,0.97,,2.110,2016
3192,Kepler-83,b,Transit,3,9.77000000,,,4648.00,0.59,,2.830,2012
3193,Kepler-83,c,Transit,3,20.09000000,,,4648.00,0.59,,2.360,2012
3194,Kepler-83,d,Transit,3,5.16979600,,,4648.00,0.59,,1.940,2014
3195,Kepler-830,b,Transit,1,11.29695137,,1122.00,6037.00,1.11,,1.700,2016
3196,Kepler-831,b,Transit,1,5.62153941,,577.00,5732.00,0.97,,1.270,2016
3197,Kepler-832,b,Transit,1,7.13969410,,1346.00,5596.00,0.90,,2.060,2016
3198,Kepler-833,b,Transit,1,18.75469980,,421.00,4339.00,0.62,,2.020,2016
3199,Kepler-834,b,Transit,1,13.32388301,,620.00,4554.00,0.66,,2.020,2016
3200,Kepler-835,b,Transit,1,11.41909375,,2011.00,5954.00,1.11,,2.790,2016
3201,Kepler-836,b,Transit,1,11.36112327,,1003.00,5895.00,1.04,,2.730,2016
3202,Kepler-837,b,Transit,1,16.56059504,,846.00,5403.00,0.81,,2.560,2016
3203,Kepler-838,b,Transit,1,15.74957994,,1210.00,5770.00,0.96,,2.730,2016
3204,Kepler-839,b,Transit,1,37.81445140,,833.00,6058.00,1.31,,2.570,2016
3205,Kepler-84,b,Transit,5,8.72600000,,,6031.00,1.17,,2.230,2012
3206,Kepler-84,c,Transit,5,12.88300000,,,6031.00,1.17,,2.360,2012
3207,Kepler-84,d,Transit,5,4.22453700,,,6031.00,1.17,,1.380,2014
3208,Kepler-84,e,Transit,5,27.43438900,,,6031.00,1.17,,2.600,2014
3209,Kepler-84,f,Transit,5,44.55216900,,,6031.00,1.17,,2.200,2014
3210,Kepler-840,b,Transit,1,2.49577962,,778.00,5920.00,1.06,,17.070,2016
3211,Kepler-841,b,Transit,1,124.41983980,,1052.00,5324.00,0.81,,5.230,2016
3212,Kepler-842,b,Transit,1,1.21956827,,552.00,4848.00,0.73,,1.600,2016
3213,Kepler-843,b,Transit,1,2.05387982,,1247.00,5830.00,1.03,,2.590,2016
3214,Kepler-844,b,Transit,1,2.61302086,,394.00,4128.00,0.57,,1.680,2016
3215,Kepler-845,b,Transit,1,0.92785982,,471.00,4913.00,0.75,,2.040,2016
3216,Kepler-846,b,Transit,1,19.80792185,,1233.00,5579.00,0.91,,2.480,2016
3217,Kepler-847,b,Transit,1,2.34323190,,529.00,4940.00,0.77,,1.180,2016
3218,Kepler-848,b,Transit,1,6.91134416,,797.00,5695.00,1.20,,1.700,2016
3219,Kepler-849,b,Transit,1,394.62449040,,747.00,6059.00,1.64,,7.140,2016
3220,Kepler-85,b,Transit,4,8.30600000,,,5436.00,0.89,,1.970,2012
3221,Kepler-85,c,Transit,4,12.51300000,,,5436.00,0.89,,2.180,2012
3222,Kepler-85,d,Transit,4,17.91323000,,,5436.00,0.89,,1.200,2014
3223,Kepler-85,e,Transit,4,25.21675100,,,5436.00,0.89,,1.270,2014
3224,Kepler-850,b,Transit,1,7.19303878,,1535.00,5932.00,1.09,,1.780,2016
3225,Kepler-851,b,Transit,1,8.50699658,,869.00,5455.00,0.85,,1.680,2016
3226,Kepler-852,b,Transit,1,44.93098040,,854.00,6100.00,1.16,,2.540,2016
3227,Kepler-853,b,Transit,1,7.16892463,,610.00,6350.00,1.55,,1.690,2016
3228,Kepler-854,b,Transit,1,2.14463285,,741.00,6179.00,1.27,,16.720,2016
3229,Kepler-855,b,Transit,1,7.88663110,,1043.00,5835.00,1.03,,8.350,2016
3230,Kepler-856,b,Transit,1,8.02768059,,1175.00,5535.00,0.93,,9.300,2016
3231,Kepler-857,b,Transit,1,85.35129427,,1039.00,5773.00,0.99,,6.800,2016
3232,Kepler-858,b,Transit,1,76.13602028,,296.00,5653.00,0.91,,4.870,2016
3233,Kepler-859,b,Transit,1,20.38177573,,915.00,5020.00,0.77,,3.090,2016
3234,Kepler-860,b,Transit,1,5.10137945,,1295.00,5836.00,1.06,,3.240,2016
3235,Kepler-861,b,Transit,1,3.94963138,,806.00,5047.00,0.78,,2.280,2016
3236,Kepler-862,b,Transit,1,3.14866453,,806.00,5333.00,0.84,,2.210,2016
3237,Kepler-863,b,Transit,1,15.59461874,,1145.00,5678.00,0.95,,2.900,2016
3238,Kepler-864,b,Transit,1,5.83376092,,1573.00,5754.00,1.00,,2.400,2016
3239,Kepler-865,b,Transit,1,14.16399294,,664.00,5570.00,0.92,,2.490,2016
3240,Kepler-866,b,Transit,1,2.61703254,,690.00,4751.00,0.71,,1.630,2016
3241,Kepler-867,b,Transit,1,150.24212700,,824.00,5541.00,0.91,,4.640,2016
3242,Kepler-868,b,Transit,1,5.03251791,,1269.00,5614.00,0.89,,2.050,2016
3243,Kepler-869,b,Transit,1,40.42877550,,957.00,5664.00,0.95,,3.610,2016
3244,Kepler-87,b,Transit,2,114.73635000,0.036000,,5600.00,1.82,478,13.490,2013
3245,Kepler-87,c,Transit,2,191.23180000,0.039000,,5600.00,1.82,403,6.140,2013
3246,Kepler-870,b,Transit,1,21.35876210,,1231.00,5857.00,1.02,,2.780,2016
3247,Kepler-871,b,Transit,1,22.04590180,,1695.00,5993.00,1.14,,3.740,2016
3248,Kepler-872,b,Transit,1,2.57885507,,1114.00,5902.00,1.08,,1.990,2016
3249,Kepler-873,b,Transit,1,20.55338440,,1397.00,6163.00,1.27,,3.750,2016
3250,Kepler-874,b,Transit,1,40.06867270,,1072.00,6020.00,1.13,,3.940,2016
3251,Kepler-875,b,Transit,1,27.50737990,,1244.00,5958.00,1.11,,2.900,2016
3252,Kepler-876,b,Transit,1,5.14438011,,735.00,5060.00,0.77,,1.430,2016
3253,Kepler-877,b,Transit,1,18.45847097,,572.00,5261.00,0.81,,2.120,2016
3254,Kepler-878,b,Transit,1,25.94220330,,567.00,5044.00,0.77,,1.930,2016
3255,Kepler-879,b,Transit,1,33.38559380,,772.00,5792.00,1.02,,2.570,2016
3256,Kepler-880,b,Transit,1,7.71468975,,673.00,6761.00,1.74,,2.660,2016
3257,Kepler-881,b,Transit,1,4.44448017,,1364.00,5961.00,1.09,,1.780,2016
3258,Kepler-882,b,Transit,1,3.98953967,,525.00,5476.00,0.87,,1.230,2016
3259,Kepler-883,b,Transit,1,12.98495573,,549.00,6116.00,1.09,,1.780,2016
3260,Kepler-884,b,Transit,1,5.69919514,,420.00,5715.00,0.94,,1.230,2016
3261,Kepler-885,b,Transit,1,18.11472949,,632.00,6187.00,1.35,,2.500,2016
3262,Kepler-886,b,Transit,1,6.24146367,,857.00,6098.00,1.16,,1.520,2016
3263,Kepler-887,b,Transit,2,20.42228798,,831.00,6194.00,1.29,,1.840,2016
3264,Kepler-887,c,Transit,2,7.63846023,,831.00,6194.00,1.29,,1.130,2016
3265,Kepler-888,b,Transit,1,70.69790610,,413.00,5875.00,0.90,,1.760,2016
3266,Kepler-889,b,Transit,1,3.74443900,,513.00,5961.00,1.25,,1.090,2016
3267,Kepler-890,b,Transit,1,52.75875577,,1387.00,5954.00,1.13,,8.890,2016
3268,Kepler-891,b,Transit,1,53.44945593,,1372.00,5887.00,1.07,,6.410,2016
3269,Kepler-892,b,Transit,1,13.75210720,,640.00,4747.00,0.72,,2.810,2016
3270,Kepler-893,b,Transit,1,6.33855761,,1216.00,5820.00,0.99,,3.030,2016
3271,Kepler-894,b,Transit,1,9.80322400,,1090.00,5603.00,0.85,,2.780,2016
3272,Kepler-895,b,Transit,1,2.80624233,,516.00,4315.00,0.61,,1.540,2016
3273,Kepler-896,b,Transit,1,144.54739600,,896.00,5262.00,0.81,,2.530,2016
3274,Kepler-897,b,Transit,1,8.04726420,,1147.00,5839.00,1.04,,2.390,2016
3275,Kepler-898,b,Transit,1,5.87061910,,479.00,4223.00,0.62,,1.490,2016
3276,Kepler-899,b,Transit,1,19.17891293,,1038.00,5595.00,0.91,,2.680,2016
3277,Kepler-9,b,Transit,3,19.24000000,0.150000,650.00,5777.00,1.02,,9.438,2010
3278,Kepler-9,c,Transit,3,38.91000000,0.130000,650.00,5777.00,1.02,,9.225,2010
3279,Kepler-9,d,Transit,3,1.59285100,,650.00,5777.00,1.02,2026,1.640,2010
3280,Kepler-900,b,Transit,1,6.99130860,,505.00,4836.00,0.73,,2.080,2016
3281,Kepler-901,b,Transit,1,3.51749439,,241.00,4184.00,0.57,,1.370,2016
3282,Kepler-902,b,Transit,1,40.10995470,,904.00,5647.00,0.93,,2.540,2016
3283,Kepler-903,b,Transit,2,10.35077210,,829.00,5682.00,0.97,,2.010,2016
3284,Kepler-903,c,Transit,2,62.92285570,,829.00,5682.00,0.97,,2.530,2016
3285,Kepler-904,b,Transit,1,3.02166863,,1151.00,6160.00,1.25,,1.770,2016
3286,Kepler-905,b,Transit,1,5.08274652,,521.00,5461.00,0.86,,1.410,2016
3287,Kepler-906,b,Transit,1,41.69799760,,758.00,6035.00,1.02,,2.110,2016
3288,Kepler-907,b,Transit,1,15.86621821,,352.00,6106.00,1.38,,1.200,2016
3289,Kepler-908,b,Transit,1,1.34059747,,250.00,5973.00,1.12,,1.220,2016
3290,Kepler-909,b,Transit,1,13.93290318,,318.00,6154.00,1.23,,1.470,2016
3291,Kepler-91,b,Transit,1,6.24658000,,1030.00,4550.00,6.30,2040,15.323,2013
3292,Kepler-910,b,Transit,1,2.36436901,,402.00,6230.00,1.50,,0.820,2016
3293,Kepler-911,b,Transit,1,20.31050100,,567.00,6112.00,1.99,,2.600,2016
3294,Kepler-912,b,Transit,1,2.53475627,,1265.00,5998.00,1.11,,2.800,2016
3295,Kepler-913,b,Transit,1,10.29672521,,597.00,4687.00,0.61,,2.060,2016
3296,Kepler-914,b,Transit,1,4.40966548,,678.00,5877.00,1.15,,1.380,2016
3297,Kepler-915,b,Transit,1,4.59489604,,806.00,6173.00,1.38,,1.500,2016
3298,Kepler-916,b,Transit,1,32.29687980,,769.00,5248.00,0.81,,1.760,2016
3299,Kepler-917,b,Transit,1,2.97041437,,1027.00,5418.00,0.76,,1.910,2016
3300,Kepler-918,b,Transit,1,4.85386933,,1245.00,6028.00,1.14,,1.740,2016
3301,Kepler-919,b,Transit,1,11.04603384,,1219.00,6113.00,1.21,,2.250,2016
3302,Kepler-92,b,Transit,3,13.74900000,,,5883.00,1.70,,3.510,2013
3303,Kepler-92,c,Transit,3,26.72300000,,,5883.00,1.70,,2.600,2013
3304,Kepler-92,d,Transit,3,49.35680000,0.070000,,5883.00,1.70,,2.067,2015
3305,Kepler-920,b,Transit,2,6.53192704,,926.00,5403.00,0.85,,2.420,2016
3306,Kepler-920,c,Transit,2,100.82741130,,926.00,5403.00,0.85,,3.800,2016
3307,Kepler-921,b,Transit,1,51.30063400,,847.00,5663.00,0.91,,2.870,2016
3308,Kepler-922,b,Transit,1,0.93846683,,558.00,5671.00,0.93,,1.420,2016
3309,Kepler-923,b,Transit,1,6.93366476,,966.00,5988.00,1.26,,1.380,2016
3310,Kepler-924,b,Transit,1,61.03701170,,995.00,6167.00,1.23,,3.070,2016
3311,Kepler-925,b,Transit,1,33.86785310,,623.00,4673.00,0.72,,2.340,2016
3312,Kepler-926,b,Transit,1,52.06886010,,771.00,5806.00,1.01,,2.310,2016
3313,Kepler-927,b,Transit,1,9.11499030,,879.00,5743.00,0.99,,1.720,2016
3314,Kepler-928,b,Transit,1,3.93246130,,532.00,4700.00,0.70,,1.590,2016
3315,Kepler-929,b,Transit,1,0.92103214,,820.00,5869.00,1.02,,1.110,2016
3316,Kepler-93,b,Transit,2,4.72673978,0.000000,,5669.00,0.92,1037,1.478,2014
3317,Kepler-93,c,Radial Velocity,2,1460.00000000,,,5669.00,0.92,,,2014
3318,Kepler-930,b,Transit,1,71.45177750,,905.00,6335.00,1.40,,2.130,2016
3319,Kepler-931,b,Transit,1,8.03755877,,490.00,5241.00,0.81,,1.330,2016
3320,Kepler-932,b,Transit,1,1.92143740,,478.00,5331.00,0.84,,1.370,2016
3321,Kepler-933,b,Transit,1,14.20443009,,922.00,5346.00,0.84,,2.460,2016
3322,Kepler-934,b,Transit,1,55.67383090,,603.00,5001.00,0.77,,2.090,2016
3323,Kepler-935,b,Transit,1,4.88083852,,482.00,4830.00,0.73,,1.350,2016
3324,Kepler-936,b,Transit,1,10.56134221,,687.00,5482.00,0.89,,1.450,2016
3325,Kepler-937,b,Transit,2,67.66882700,,1482.00,6095.00,1.22,,3.720,2016
3326,Kepler-937,c,Transit,2,153.34336400,,1482.00,6095.00,1.22,,2.670,2016
3327,Kepler-938,b,Transit,1,52.62984170,,861.00,5533.00,0.89,,2.220,2016
3328,Kepler-939,b,Transit,1,14.87829600,,1029.00,5471.00,0.85,,1.750,2016
3329,Kepler-94,b,Transit,2,2.50806000,,,4781.00,0.76,,3.510,2014
3330,Kepler-94,c,Radial Velocity,2,820.30000000,,,4781.00,0.76,,,2014
3331,Kepler-940,b,Transit,1,59.62252570,,1317.00,5769.00,0.96,,3.340,2016
3332,Kepler-941,b,Transit,1,17.42395198,,1105.00,5539.00,0.86,,3.080,2016
3333,Kepler-942,b,Transit,1,44.96417488,,218.00,4861.00,0.75,,2.130,2016
3334,Kepler-943,b,Transit,1,49.77014380,,1239.00,5612.00,0.91,,5.930,2016
3335,Kepler-944,b,Transit,1,43.31677370,,1035.00,5409.00,0.83,,2.630,2016
3336,Kepler-945,b,Transit,1,31.00338140,,1543.00,5718.00,0.97,,2.630,2016
3337,Kepler-946,b,Transit,1,11.79162572,,918.00,5665.00,0.93,,1.930,2016
3338,Kepler-947,b,Transit,1,26.96443170,,1188.00,5508.00,0.87,,2.280,2016
